卫视    ■,#genre#
广东珠江,http://nclive.grtn.cn/zjpd/sd/live.m3u8
深圳卫视,%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%73%7a%77%73/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://117.169.120.140:8080/live/hdshenzhenstv/.m3u8#http://118.123.60.8:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=50&Provider_id=&Pcontent_id=index.m3u8#http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%34%39%37/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73
吉林卫视,http://%73%74%72%65%61%6d%34%2e%6a%6c%6e%74%76%2e%63%6e/%74%65%73%74%32/%73%64/%6c%69%76%65%2e%6d%33%75%38#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225642/index.m3u8
厦门卫视,http://%63%73%74%76%70%75%6c%6c%2e%6c%69%76%65%2e%77%73%63%64%6e%73%2e%63%6f%6d/%6c%69%76%65/%78%69%61%6d%65%6e%2e%66%6c%76
江苏卫视,http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%34%39%34/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%6a%73%77%73/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000152.m3u8&t=hls#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225663/index.m3u8#http://221.6.85.150:9000/live/jsws_800/jsws_800.m3u8
湖南卫视,http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%35%31%36/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://36526.hlsplay.aodianyun.com/tv_radio_36526/tv_channel_555.m3u8#http://223.110.242.130:6610/cntv/live1/HD-2500k-1080P-hunanstv/HD-2500k-1080P-hunanstv#http://stream.cdjsxy.cn/hnws/sd/live.m3u8#http://220.158.149.14:9999/live/TV00000000000000000019@HHZT;LIVE?DSJTV.m3u8
湖北卫视,http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%35%31%32/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=054&Provider_id=&Pcontent_id=index.m3u8
黑龙江台,http://%73%74%72%65%61%6d%33%2e%68%6c%6a%74%76%2e%63%6f%6d/%68%6c%6a%77%73%32/%73%64/%6c%69%76%65%2e%6d%33%75%38#http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225980/index.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=045&Provider_id=&Pcontent_id=index.m3u8
内蒙古台,http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%33%33%39/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225631/index.m3u8
东南卫视,http://%6f%74%74%72%72%73%2e%68%6c%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%35%36%32%30/%69%6e%64%65%78%2e%6d%33%75%38#http://%68%77%6f%74%74%63%64%6e%2e%6c%6e%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%39%30/%32%32%34/%33%32%32%31%32%32%36%30%34%36/%69%6e%64%65%78%2e%6d%33%75%38#http://111.40.205.87/PLTV/88888888/224/3221225620/index.m3u8
海峡卫视,http://%70%6c%61%79%65%72%2e%69%6f%69%6f%7a%2e%63%6f%6d/%31%38/%74%76%2e%70%68%70?%74%76=%66%6a%74%76&%69%64=%68%78%77%73
海南卫视,http://livelyws.chinamcache.com/lyws/zb01.m3u8?auth_key=1593241343-0-0-90b80e74457c94b2015f9428a1cb9b0e
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8#http://zhibo.hkstv.tv/livestream/mutfysrq.flv
安徽卫视,%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%61%68%77%73/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://%7a%62%62%66%32%2e%61%68%74%76%2e%63%6e/%6c%69%76%65/%37%34%39%2e%6d%33%75%38#http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%35%30%36/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=008&Provider_id=&Pcontent_id=index.m3u8
云南卫视,%68%74%74%70%73://%68%77%61%70%69%2e%79%75%6e%73%68%69%63%6c%6f%75%64%2e%63%6f%6d/%38%78%75%67%68%66/%65%30%62%78%31%35%2e%6d%33%75%38#http://%65%64%67%65%31%2e%79%6e%74%76%2e%63%6e/%63%68%61%6e%6e%65%6c%73/%79%6e%74%76/%79%6e%77%73/%6d%33%75%38:%73%64#http://111.40.205.76/PLTV/88888888/224/3221225636/index.m3u8
云南影视,http://%68%77%7a%62%6f%75%74%2e%79%75%6e%73%68%69%63%6c%6f%75%64%2e%63%6f%6d/%36%32%68%64%76%66/%6b%37%64%61%6f%64%2e%6d%33%75%38
云南少儿,%68%74%74%70%73://%68%77%61%70%69%2e%79%75%6e%73%68%69%63%6c%6f%75%64%2e%63%6f%6d/%36%32%68%64%76%66/%72%75%34%31%36%73%2e%6d%33%75%38#http://edge1.yntv.cn/channels/yntv/ynse/m3u8:sd
浙江国际,http://%68%77%2d%6d%2d%6c%2e%63%7a%74%76%2e%63%6f%6d/%63%68%61%6e%6e%65%6c%73/%6c%61%6e%74%69%61%6e/%63%68%61%6e%6e%65%6c%31%30/%37%32%30%70%2e%6d%33%75%38
浙江卫视,%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%7a%6a%77%73/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://%68%77%6f%74%74%63%64%6e%2e%6c%6e%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%39%30/%32%32%34/%33%32%32%31%32%32%36%31%33%34/%69%6e%64%65%78%2e%6d%33%75%38#http://221.6.85.150:9000/live/zjws_800/zjws_800.m3u8#http://cczylive.chuangwanghulian.cn/live/zy_1487739335286.flv?auth_key=1593353626-44114109-0-0f24981aabb881e9a542570052db8798
浙江影视,http://%68%77%2d%6d%2d%6c%2e%63%7a%74%76%2e%63%6f%6d/%63%68%61%6e%6e%65%6c%73/%6c%61%6e%74%69%61%6e/%63%68%61%6e%6e%65%6c%30%35/%37%32%30%70%2e%6d%33%75%38
浙江少儿,http://%68%77%2d%6d%2d%6c%2e%63%7a%74%76%2e%63%6f%6d/%63%68%61%6e%6e%65%6c%73/%6c%61%6e%74%69%61%6e/%63%68%61%6e%6e%65%6c%30%38/%37%32%30%70%2e%6d%33%75%38
山东卫视,%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%73%64%77%73/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%33%30%38/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=005&Provider_id=&Pcontent_id=index.m3u8#http://220.158.149.14:9999/live/TV00000000000000000047@HHZT;LIVE?DSJTV.m3u8
天津卫视,%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%74%6a%77%73/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=057&Provider_id=&Pcontent_id=index.m3u8#http://%68%77%6f%74%74%63%64%6e%2e%6c%6e%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%39%30/%32%32%34/%33%32%32%31%32%32%36%31%33%35/%69%6e%64%65%78%2e%6d%33%75%38#http://111.40.205.87/PLTV/88888888/224/3221225740/index.m3u8
青海卫视,http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%32%38%37/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://111.40.205.76/PLTV/88888888/224/3221225628/index.m3u8
辽宁卫视,http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%33%31%37/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=018&Provider_id=&Pcontent_id=index.m3u8#%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%6c%6e%77%73/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225625/index.m3u8#http://101.71.255.229:6610/zjhs/2/10036/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10036&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=440IB070GFIY7R5RI5P51WEZIWD8&ts=1553499508
甘肃卫视,http://112.17.40.140/PLTV/88888888/224/3221226187/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225626/index.m3u8
江西卫视,http://117.169.120.140:8080/live/jiangxistv/.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226128/index.m3u8
陕西卫视,http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%32%37%32/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://111.40.205.76/PLTV/88888888/224/3221225625/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226177/index.m3u8
澳门卫视,http://stream.mastvnet.com/MSTV/SD/live.m3u8
南方卫视,http://nclive.grtn.cn/tvs2/sd/live.m3u8#http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227005/index.m3u8#http://183.238.77.9:9090/live/gdnanfang_1500.m3u8
中华特产,http://%70%6c%61%79%2e%7a%68%74%63%74%76%2e%63%6e/%70%6f%72%74%61%6c/%62%74%76%2e%6d%33%75%38
峨眉电影,http://%73%63%67%63%74%76%73%68%6f%77%2e%73%63%74%76%2e%63%6f%6d/%68%64%6c%69%76%65/%65%6d%65%69/%31%2e%6d%33%75%38
无锡综合,http://live-wx.wifiwx.com/wxtv1/sd/live.m3u8
无锡都市,http://live-wx.wifiwx.com/wxtv3/sd/live.m3u8
广东体育,%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%67%64%74%79/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38
广东综艺,http://nclive.grtn.cn/4K/sd/live.m3u8
云南都市,http://%68%77%7a%62%6f%75%74%2e%79%75%6e%73%68%69%63%6c%6f%75%64%2e%63%6f%6d/%36%32%68%64%76%66/%76%38%32%36%30%6d%2e%6d%33%75%38#http://edge1.yntv.cn/channels/yntv/ynds/m3u8:sd
云南生活,http://%68%77%7a%62%6f%75%74%2e%79%75%6e%73%68%69%63%6c%6f%75%64%2e%63%6f%6d/%36%32%68%64%76%66/%67%6b%36%34%37%32%2e%6d%33%75%38
云南公共,http://%68%77%7a%62%6f%75%74%2e%79%75%6e%73%68%69%63%6c%6f%75%64%2e%63%6f%6d/%36%32%68%64%76%66/%67%67%72%71%69%6a%2e%6d%33%75%38#http://edge1.yntv.cn/channels/yntv/yngg/m3u8:sd
三亚电视,http://hnsy.chinashadt.com:1935/live/syzb.stream/playlist.m3u8
威海海洋,http://%6c%32%2e%77%65%69%68%61%69%2e%74%76:%38%30%38%31/%68%6c%73/%68%61%69%79%61%6e%67%70%64%2e%6d%33%75%38
山东教育,http://%6c%69%76%65%2e%73%64%65%74%76%2e%63%6f%6d%2e%63%6e/%6c%69%76%65/%73%64%65%74%76/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38
广州综合,http://aplay.gztv.com/sec/zhonghe.m3u8
广州影视,http://aplay.gztv.com/sec/yingshi.m3u8

央视    ■,#genre#
CCTV 01,%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%63%63%74%76%31%61/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://l1.weihai.tv:8081/hls/3bjRUVNYwi.m3u8#http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%35%30%34/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://%77%73%68%6c%73%2e%62%75%74%65%6c%2e%63%6f%6d/%6c%69%76%65/%34%33%38%37%2e%6d%33%75%38#http://umslive.hebyun.com.cn/live/cctv1/1500k/tzwj_video.m3u8
CCTV 02,%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%63%63%74%76%32/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://wxcnlive.videocc.net/vod1/cctv2169/01.m3u8?wsSecret=0f883c8649a6b883016f6408d7c80f9d&wsTime=1509347397#http://umslive.hebyun.com.cn/live/cctv2/1500k/tzwj_video.m3u8#http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%34%38%32/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://221.6.85.150:9000/live/cctv2_800/cctv2_800.m3u8
CCTV 03,%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%63%63%74%76%33/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://39.135.32.29:6610/000000001000/1000000001000011218/index.m3u8?i#http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%35%36%33/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://newvideo.dangtutv.cn:8278/CCTVzongyi/playlist.m3u8
CCTV 04,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228306/index.m3u8?fmt=ts2hls#http://umslive.hebyun.com.cn/live/cctv4/1500k/tzwj_video.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225487/index.m3u8#http://117.169.120.140:8080/live/cctv-4/.m3u8#http://183.207.248.71/cntv/live1/cctv-4/cctv-4#http://183.207.249.11/PLTV/3/224/3221225534/index.m3u8#http://111.63.117.13:6060/030000001000/CCTV-4/CCTV-4.m3u8
CCTV 05,http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%35%37%30/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%63%63%74%76%35/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://223.110.241.204:6610/gitv/live1/G_CCTV-5-HQ/G_CCTV-5-HQ/#http://221.6.85.150:9000/live/cctv5_800/cctv5_800.m3u8
CCTV 06,%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%63%63%74%76%36/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%35%36%36/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://221.6.85.150:9000/live/cctv6_800/cctv6_800.m3u8
CCTV 07,http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%35%30%37/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%63%63%74%76%37/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://221.6.85.150:9000/live/cctv7_800/cctv7_800.m3u8
CCTV 08,%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%63%63%74%76%38/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%35%36%39/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://221.6.85.150:9000/live/cctv8_800/cctv8_800.m3u8
CCTV 09,http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%35%31%30/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%63%63%74%76%39/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://221.6.85.150:9000/live/cctv9_800/cctv9_800.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225734/index.m3u8
CCTV 10,%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%63%63%74%76%31%30/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%35%31%33/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://223.110.241.203:6610/gitv/live1/G_CCTV-10-HQ/G_CCTV-10-HQ/
CCTV 11,http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%32%39%37/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%63%63%74%76%31%31/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://221.6.85.150:9000/live/cctv11_800/cctv11_800.m3u8
CCTV 12,http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%34%38%35/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%63%63%74%76%31%32/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#http://221.6.85.150:9000/live/cctv12_800/cctv12_800.m3u8
CCTV 13,http://stream4.jlntv.cn/cctv13/sd/live.m3u8#http://liveali.ifeng.com/live/CCTV.m3u8#http://%68%77%6c%74%63%2e%74%76%2e%63%64%6e%2e%7a%6a%2e%63%68%69%6e%61%6d%6f%62%69%6c%65%2e%63%6f%6d/%50%4c%54%56/%38%38%38%38%38%38%38%38/%32%32%34/%33%32%32%31%32%32%38%32%36%36/%69%6e%64%65%78%2e%6d%33%75%38?%66%6d%74=%74%73%32%68%6c%73#http://117.169.120.140:8080/live/cctv-13/.m3u8
